user_id,epoch,budget,epoch_end_deposit,id,address,amount,projects_supported,category,ga,ga_e6,ga_celo,ga_shefi,is_donor,allocator,non_allocator,allocation_ratio,user_type,status
142,1,0.000110282270076669,104.0,142,0x4520cd8bc085b962ef8c0ec696ac9d3ef1d8bf55,0.000110282270076669,8.0,1-XS,0,0,0,0,1,1,0,1.0,3,organic
12470,1,0.000949673409137591,1000.0,12470,0x835918a3fbdf946364a9aee3114173865b712663,,,2-S,0,0,0,0,0,0,1,,0,organic
277,1,0.000633170128662179,600.0,277,0x32cefb2dc869bbfe636f7547cda43f561bf88d5a,,,2-S,0,0,0,0,0,0,1,,0,organic
218,1,0.00010953558006231,103.37760603315554,218,0x57ccc081824b43b75986727875929af3a6ad721c,0.00010953558006231001,8.0,1-XS,0,0,0,0,1,1,0,1.0,3,organic
54,1,0.001063350042144213,1000.0,54,0x7b4b79c7adb4a7fde8bb3b48b3f133448ce4ddd5,,,2-S,0,0,0,0,0,0,1,,0,organic
138,1,0.000108164617686454,102.0,138,0xa231a5ae629a0f15e1c1eb3ffbf813589e206926,0.000108164617686454,6.0,1-XS,0,0,0,0,1,1,0,1.0,3,organic
12931,1,8.5757025900358e-05,1000.0,12931,0x841c11b14c428dd591093348b8afa2652c863988,,,2-S,0,0,1,0,0,0,1,,0,ga_celo
12732,1,0.7271676675090833,1021285.1431,12732,0x1b243d42f53924118646efaec5b3f6116b563960,,,5-XL,0,0,0,0,0,0,1,,0,organic
10347,1,0.00011360693512128,110.0,10347,0x8ddb01727e1b4e870d2d5643e653b74ca552dbe8,0.00011360693512128001,10.0,1-XS,0,0,0,0,1,1,0,1.0,3,organic
10386,1,0.00011356876128875,110.0,10386,0x9b6f53d2bec7416722412a8d1e48aa3bae84325f,0.00011356876128875,10.0,1-XS,0,0,0,0,1,1,0,1.0,3,organic
3755,1,0.001052705574664372,1000.0,3755,0x7fb43c99a26a9ea8ba841d58390bf1c2996edfb0,0.001052705574664372,1.0,2-S,0,0,0,0,1,1,0,1.0,3,organic
10355,1,0.000113587848205015,110.0,10355,0xab1c327651a974890a21d79fac2c6150d44c3d10,0.000113587848205015,10.0,1-XS,0,0,0,0,1,1,0,1.0,3,organic
272,1,0.000527659332195566,500.0,272,0x5b655eda7d101f98934392cc3610bcb25b633789,,,2-S,0,0,0,0,0,0,1,,0,organic
12810,1,0.000122342347758588,1000.0,12810,0x301605c95acbed7a1fd9c2c0deee964e2afbd0c3,,,2-S,0,0,0,0,0,0,1,,0,organic
12820,1,4.4332719378348e-05,104.935,12820,0x2bb96f44b9709b02189a50b377755edc30bc65c7,,,1-XS,0,0,0,0,0,0,1,,0,organic
194,1,0.001060643996656421,1000.0,194,0xb1de969883b1fdd90a43ff475a5171a3cfefe76d,,,2-S,0,0,0,0,0,0,1,,0,organic
13088,1,2.7327100199839e-05,1000.0,13088,0x399e0ae23663f27181ebb4e66ec504b3aab25541,2.7327100199839e-05,9.0,2-S,0,0,0,0,1,1,0,1.0,3,organic
149,1,0.00053327386016184,500.0,149,0x516fca170bfe24bfc54e01f215ef85fe9b5b798a,0.00053327386016184,4.0,2-S,0,0,0,0,1,1,0,1.0,3,organic
10359,1,0.000113588302655403,110.0,10359,0x71d0c96d7f574d1a734f5803a8f1ae839aa7a5d4,0.000113588302655403,10.0,1-XS,0,0,0,0,1,1,0,1.0,3,organic
4664,1,0.001032676706687555,1000.0,4664,0x0b3bd83e857997b370fadc8504fb712244f6786c,0.001032676706687555,10.0,2-S,0,0,0,0,1,1,0,1.0,3,organic
260,1,0.001055516970014666,1000.0,260,0x172dbab6f5e62a1fe7e2ba5ea1624adb33e0aa14,0.001055516970014666,1.0,2-S,0,0,0,0,1,1,0,1.0,3,organic
57,1,0.00107021224299188,1000.0,57,0x4a5da2a1d3258df8ffb431cf0110fe9b98adeebf,0.00107021224299188,4.0,2-S,0,0,0,0,1,1,0,1.0,3,organic
264,1,0.001029567852901962,1000.0,264,0x4318cc449b1cbe6d64dd82e16abe58c79e076c2b,0.001029567852901962,16.0,2-S,0,0,0,0,1,1,0,1.0,3,organic
10378,1,0.000113569215739138,110.0,10378,0x1e3832d739cc563da1a98d0e3ff903e49baba86c,0.000113569215739138,10.0,1-XS,0,0,0,0,1,1,0,1.0,3,organic
10370,1,0.000113587848205015,110.0,10370,0x8100b643fa91d7a05704913a1242b2e2c2b7fb7c,0.000113587848205015,6.0,1-XS,0,0,0,0,1,1,0,1.0,3,organic
160,1,0.000322741358003768,306.78862241017447,160,0xb7562f12e41c762cecda99d62bd6eac7b0c3b4c1,0.00016459809258192098,3.0,1-XS,0,0,0,0,1,1,0,0.51,2,organic
8193,1,0.001109923588975878,1062.8121428688498,8193,0x8341c4106523b49fc247f84e412bb2af5597038f,0.001109923588975878,24.0,2-S,0,0,0,0,1,1,0,1.0,3,organic
32,1,0.000143400565437466,200.57238512,32,0x10c292a9b4b0d085e71590b67f99408a38f3e40a,0.000143400565437466,20.0,1-XS,0,0,0,0,1,1,0,1.0,3,organic
12463,1,0.000175982641801836,200.0,12463,0x19a2bc678785bad6a947a87494d480dad57711c6,,,1-XS,0,0,0,0,0,0,1,,0,organic
10331,1,0.000113609889048798,110.0,10331,0x8c2b3e9946f57820cb2f11b30ce8010f8a74e8ec,0.00011360988904879799,10.0,1-XS,0,0,0,0,1,1,0,1.0,3,organic
7807,1,0.000203567367171969,200.0,7807,0x70c9ccac86d42b8be0bbb26680cdab1a8e0f8b82,,,1-XS,0,0,0,0,0,0,1,,0,organic
559,1,0.001052056950020733,1000.0,559,0x3b981fa5dd50237dab6f96a417a6690b6f20fcc4,,,2-S,0,0,0,0,0,0,1,,0,organic
9689,1,0.001041156337777162,1000.0,9689,0x7d547666209755fb833f9b37eebea38ebf513abb,0.001041156337777162,2.0,2-S,0,0,0,0,1,1,0,1.0,3,organic
254,1,0.00103244121875961,1000.0,254,0x4dd6720d2bb8721a46bdf9a528704164578e03b9,0.0010324412187596099,4.0,2-S,0,0,0,0,1,1,0,1.0,3,organic
4529,1,0.001032914260299079,1000.0,4529,0x16f3f2f0ba34973937a1ebb989a295ca106b67c7,0.001032914260299079,7.0,2-S,0,0,0,0,1,1,0,1.0,3,organic
212,1,0.000113951860934819,107.49594042140723,212,0x529dc928e67d8a43133d10769b308f1d5a629401,0.00011395186093481901,4.0,1-XS,0,0,0,0,1,1,0,1.0,3,organic
60,1,0.000531933231519414,500.0,60,0x175e0ed70627644c35f310288fc8d6061f75ac76,0.000531933231519414,14.0,2-S,0,0,0,0,1,1,0,1.0,3,organic
10381,1,0.000113568988513944,110.0,10381,0x869d091c2c558810cb22a210c6a7f964898d72a1,0.00011356898851394401,10.0,1-XS,0,0,0,0,1,1,0,1.0,3,organic
12999,1,1.7509852923025e-05,500.0,12999,0x50418699cb44bfda9c9afc9b7a0b0d244d8927d2,1.7509852923025e-05,6.0,2-S,0,0,0,0,1,1,0,1.0,3,organic
4591,1,0.000118167303327699,112.4744,4591,0x8d12a71cb933a4222d42fecbb4ba9c15e455305b,,,1-XS,0,0,0,0,0,0,1,,0,organic
12875,1,4.111705292073e-05,200.0,12875,0x3abdc9ed5f5de6a74cfeb42a82087c853e160e76,4.111705292073e-05,1.0,1-XS,0,0,0,0,1,1,0,1.0,3,organic
293,1,0.001053657854794045,1000.0,293,0xb26b5137be5a7bb991fa63a36a8eaa3daf394b7b,0.001053657854794045,12.0,2-S,0,0,0,0,1,1,0,1.0,3,organic
12741,1,0.7709827662963052,1099988.0,12741,0x31d23825afbda5b6b1690bbdbbb8117b5ea0f8e4,,,5-XL,0,0,0,0,0,0,1,,0,organic
9993,1,0.001038807655548445,1000.0,9993,0x8fda1daa6a674c1726d1896e3054b9a82d123f12,0.001038807655548445,22.0,2-S,0,0,0,0,1,1,0,1.0,3,organic
2092,1,0.001055844489646464,1289.2077755046655,2092,0x9ae494fbac34682c122a1d4e3d6ae1eb5404a469,0.000527922244823232,2.0,2-S,0,0,0,0,1,1,0,0.5,2,organic
85,1,0.000141503473723395,133.7,85,0x841ad0abab2d33520ca236a2f5d8b038addc12ba,,,1-XS,0,0,0,0,0,0,1,,0,organic
24,1,0.000534835516947161,500.0,24,0x5d9fbd984b9cec714a4b14c38ea83bbc82d06d69,0.000534835516947161,7.0,2-S,0,0,0,0,1,1,0,1.0,3,organic
2056,1,0.003217592557185591,3052.2695881565073,2056,0x7eb84e42059f0d44269c50f4d3a280fd307a6824,0.003217592557185591,12.0,3-M,0,1,0,0,1,1,0,1.0,3,ga_e6
13233,1,0.001317196044331892,75000.0,13233,0x72f434fa010929656aef58695dab85447e51fbc6,0.001317196044331892,1.0,4-L,0,0,0,0,1,1,0,1.0,3,organic
137,1,0.000117709930286405,111.0,137,0x5725a458b319d73b8ec84c47de80620e7b191b0c,0.000117709930286405,6.0,1-XS,0,0,0,0,1,1,0,1.0,3,organic
9910,1,0.000102998679590991,101.0,9910,0x2c3e79d3dce90fb0886c89ec602e61757e589a94,0.00010299867959099099,4.0,1-XS,0,0,0,0,1,1,0,1.0,3,organic
7133,1,0.000518725250718696,500.0,7133,0x8fae81bb674c89ccde35a386587333d074b57786,,,2-S,0,0,0,0,0,0,1,,0,organic
75,1,0.000640008161011979,600.0,75,0x051c6827f00f16ba8f6dd9802dac2fb453f4c535,0.000640008161011979,9.0,2-S,0,0,0,0,1,1,0,1.0,3,organic
108,1,0.00010688385634122,100.0,108,0x1d44404c1c53991ec33095225da173d544cd4af3,0.00010688385634122,24.0,1-XS,0,0,0,0,1,1,0,1.0,3,organic
12733,1,0.7679456173764265,1078684.8569,12733,0x01b7348ec3fb20ab1f40b97cc82df44aed360768,,,5-XL,0,0,0,0,0,0,1,,0,organic
12854,1,0.000208101267202227,1000.0,12854,0x40dc654af5ce40c122ffdc679fa8e8ca8b91556a,0.000208101267202227,2.0,2-S,0,0,0,0,1,1,0,1.0,3,organic
189,1,0.001060639865289264,1000.0,189,0xb7babe35ce543e2cf2f615cb1c792a2025feb572,0.001060639865289264,1.0,2-S,0,0,0,0,1,1,0,1.0,3,organic
245,1,0.000527687218923875,500.0,245,0x81ebe8ee7b51741fd5dad31f6987e626a9bb8111,0.000527687218923875,8.0,2-S,0,0,0,0,1,1,0,1.0,3,organic
12742,1,0.28031731478383476,399988.0,12742,0x731022d6de647991864203a35dfad1a192240d07,,,5-XL,0,0,0,0,0,0,1,,0,organic
4996,1,0.000105833181677793,101.0,4996,0x8e30dc2aef957b1f7dd67b1b7bc651ffe7e17a06,0.00010583318167779301,10.0,1-XS,0,0,0,0,1,1,0,1.0,3,organic
7072,1,0.001034180419327097,990.0,7072,0xa73064a00512aa5b6b9119cb4eb3fe3229269993,0.001034180419327097,5.0,2-S,0,0,0,0,1,1,0,1.0,3,organic
9980,1,0.001038627941077119,1000.0,9980,0x8da48e5846c06b558970acd42edc7da8799481e4,0.0010386279410771189,6.0,2-S,1,0,0,0,1,1,0,1.0,3,ga_e5
90,1,0.001062238704378997,1000.0,90,0xad7a185b2456d5afd85838a50c7d8ace3ab2f871,,,2-S,0,0,0,0,0,0,1,,0,organic
12720,1,0.2931959510199831,399999.99999999994,12720,0x150bb505a9259b0be44ffb15415c79199e83c445,0.0,0.0,5-XL,0,0,0,0,0,1,0,0.0,1,organic
12744,1,0.5633997450549153,804014.00000001,12744,0x572e1b86471c900cd16afa9cbb7701862d0e70cb,,,5-XL,0,0,0,0,0,0,1,,0,organic
10385,1,0.00011356876128875,110.0,10385,0x0acc85d306d141ddf6ada4622f1854422cb542e6,0.00011356876128875,10.0,1-XS,0,0,0,0,1,1,0,1.0,3,organic
5204,1,0.00011546722778154,110.0,5204,0x597dc4159a4b85c086c3c679a0b6c8fe2836886f,,,1-XS,0,0,0,0,0,0,1,,0,organic
12762,1,63.21717706802226,100001000.0,12762,0x9e831b58001e2b69f70c892e4f8ce9d2118b7e00,0.0,0.0,5-XL,0,0,0,0,0,1,0,0.0,1,organic
172,1,0.001063903645343242,1000.0,172,0x0d2349e291a9e0bb755bffa4097e6d378a72330b,0.001063903645343242,12.0,2-S,0,0,0,0,1,1,0,1.0,3,organic
10389,1,0.000113566943487201,110.0,10389,0x080b0a14d0d84cee92ad2edc8a69e494c842a6a5,0.00011356694348720101,10.0,1-XS,0,0,0,0,1,1,0,1.0,3,organic
235,1,0.001057142662990919,1000.0,235,0x639749b7b08aee65039c21d8a411103c6cebebf0,0.001057142662990919,1.0,2-S,0,0,0,0,1,1,0,1.0,3,organic
12863,1,0.01265820772332434,49999.99999999999,12863,0x8d0cd1ab81eada4f92c7cb5c8dbc25c69cc296ad,0.010253148255892715,6.0,4-L,0,0,0,0,1,1,0,0.81,2,organic
12403,1,0.000970045180588434,1000.0,12403,0x015122a625b45f68e6d795c0ab99fc7107e4c3b9,0.000970045180588434,6.0,2-S,0,0,0,0,1,1,0,1.0,3,organic
10325,1,0.000113615796903832,110.0,10325,0x9bf829eb2dea8109b098353e7c91629c7fc77f2a,0.00011361579690383199,10.0,1-XS,0,0,0,0,1,1,0,1.0,3,organic
12418,1,0.000890392456230803,1200.0,12418,0x1d921dff757610fbdb0073479e12c0a07d382677,8.903924562308e-06,6.0,2-S,0,0,0,0,1,1,0,0.01,1,organic
9647,1,5.8668598223981e-05,500.0,9647,0x9f729294b308f79243285348a7be3f58ae5ed31a,,,2-S,0,0,0,0,0,0,1,,0,organic
12783,1,0.000289450401373853,517.6081593499999,12783,0x41fd941bb20990b5bec8cb424f19397254707981,0.00017656474483805,2.0,2-S,0,0,0,0,1,1,0,0.61,2,organic
153,1,0.000533263531743947,500.0,153,0xac0daf3eef18a76b4fd0865864186eb72b683e29,0.000533263531743947,1.0,2-S,0,0,0,0,1,1,0,1.0,3,organic
174,1,0.001060705967163775,1000.0,174,0x86e6b55bb954e1cfab567f9582e0fa580bb0290d,0.001060705967163775,13.0,2-S,0,0,0,0,1,1,0,1.0,3,organic
4480,1,0.000106183895501429,101.0,4480,0x76e059c6ff6bf9fffd5f33afdf4ab2fd511c9df4,,,1-XS,0,0,0,0,0,0,1,,0,organic
12759,1,0.003203039489054636,5000.0,12759,0x0dd5ae26d3d2a742bc50010a486551b0f004147a,0.002210097247447698,3.0,3-M,0,0,0,0,1,1,0,0.69,2,organic
7747,1,0.000100285236115673,100.1,7747,0x7993f18c91a9f68593d308c5846f380a2a374f46,,,1-XS,0,0,0,0,0,0,1,,0,organic
84,1,0.001066370071535931,1000.0,84,0x432c53218a11bed08d238cf84ff547ce4fe933ab,0.001066370071535931,1.0,2-S,0,0,0,0,1,1,0,1.0,3,organic
40,1,0.00107038782609605,1000.0,40,0x4effba37e8c7e34fc4241995b3380f2b9033c99f,0.00107038782609605,1.0,2-S,0,0,0,0,1,1,0,1.0,3,organic
220,1,0.000108188706299165,102.12138391223458,220,0x762bbc211990d0a356f35e4d500843f59d223c2e,0.00010818870629916499,12.0,1-XS,0,0,0,0,1,1,0,1.0,3,organic
171,1,0.01064070965713098,10000.0,171,0x92b52e6441a9e2e03d080e951249d93df222f855,0.0051075406354228695,5.0,4-L,0,0,0,0,1,1,0,0.48,2,organic
12844,1,3.4594433239333e-05,100.0,12844,0xa19947da8b916f64ac6f362cec9001d8bcbeee93,,,1-XS,0,0,0,0,0,0,1,,0,organic
12588,1,0.000233742334465791,261.8,12588,0x02d9c84a495986b8b3c3347ad16849dcb1b9793e,0.000233742334465791,1.0,1-XS,0,0,0,0,1,1,0,1.0,3,organic
11932,1,0.001014891171076954,1000.0,11932,0x315e1a5c796b734585c27e615b774441372fbd08,,,2-S,0,0,0,0,0,0,1,,0,organic
450,1,6.3835100063224e-05,107.83966650182309,450,0x40de3299bd8a10d8ac3f32c1a55de40640cf9b75,6.3835100063224e-05,8.0,1-XS,0,0,0,0,1,1,0,1.0,3,organic
9986,1,0.00103977232977959,1000.0,9986,0x2ac6a3561a43f06d62602ef9728c2b9eec393326,0.00103977232977959,6.0,2-S,0,0,0,0,1,1,0,1.0,3,organic
1948,1,0.000105374048213718,100.0,1948,0x7537cb0aee6a3483a7601ebf1084ed4df73166ab,,,1-XS,0,0,0,0,0,0,1,,0,organic
8878,1,0.001045625822391411,1001.0,8878,0x87704a8cecbbf36f3d2f785ef953ed9affc82b65,0.001045625822391411,6.0,2-S,0,0,0,0,1,1,0,1.0,3,organic
205,1,0.000114859346822812,108.34040139322776,205,0x81cc36dda894256aa95458f78b4029381b09bdfb,0.000114859346822812,4.0,1-XS,0,0,0,0,1,1,0,1.0,3,organic
4641,1,0.001032734545827752,1000.0,4641,0x4e9a05226993f094a56a3472c8c816f2599423a6,0.001032734545827752,10.0,2-S,0,0,0,0,1,1,0,1.0,3,organic
13159,1,4.5437554481624e-05,1917.3829398454043,13159,0x370f2b7cb212617ef1353bb20e8e66dc5950374f,,,3-M,0,0,0,0,0,0,1,,0,organic
7505,1,0.001047487657945164,1000.0,7505,0xa270f5649a42fedfe66ddb3b0b50bebae1e3ddb0,,,2-S,0,0,0,0,0,0,1,,0,organic
10346,1,0.000113606707896087,110.0,10346,0x1ee45e962af18a7a7bf3200d561269174b7b3b1c,0.000113606707896087,10.0,1-XS,0,0,0,0,1,1,0,1.0,3,organic
10334,1,0.000113609661823604,110.0,10334,0x93f38a40e451b17be5dc88898ece26c43a75b1c8,0.000113609661823604,10.0,1-XS,0,0,0,0,1,1,0,1.0,3,organic
6687,1,0.001036179509742642,992.0,6687,0x2615214f8200b526a7b1eace03971f2672b48cf2,0.001036179509742642,5.0,2-S,0,0,0,0,1,1,0,1.0,3,organic
1404,1,0.000126869165076277,135.0,1404,0x22baac1e95efc010e35d5ed643bb16c9db254a11,,,1-XS,0,0,0,0,0,0,1,,0,organic
7181,1,0.001047909057395171,1000.0,7181,0xb9573982875b83aadc1296726e2ae77d13d9b98f,0.000534433619271537,1.0,2-S,0,0,0,0,1,1,0,0.51,2,organic
12948,1,2.9940189926599e-05,1000.0,12948,0x6d97d65adff6771b31671443a6b9512104312d3d,2.9940189926599e-05,4.0,2-S,0,0,0,0,1,1,0,1.0,3,organic
110,1,0.000110319091463448,103.22236741786679,110,0x8fb7087336678f36e42313f6130567a109a8e73d,5.5159545731724e-05,1.0,1-XS,0,0,0,0,1,1,0,0.5,2,organic
4945,1,0.00010499685439229,100.0,4945,0x12846a6da4e729a6b5c33d32f93bf52ee3cae8c3,0.0,0.0,1-XS,0,0,0,0,0,1,0,0.0,1,organic
711,1,4.1760031362588e-05,1000.0,711,0x20cb97ebc067befc988c5e2fbb198cd9e2c40c93,,,2-S,0,0,0,0,0,0,1,,0,organic
8280,1,0.001017638530236315,1000.0,8280,0x4bfb2c232f70c83136a3f206cd26df2a0b605cec,,,2-S,0,0,0,0,0,0,1,,0,organic
12848,1,0.048752533808982805,150000.0,12848,0x84b5a60df2d7e3397b3a4a3c6282f090304aca26,0.048752533808982805,1.0,4-L,0,0,0,0,1,1,0,1.0,3,organic
349,1,0.00010462060062903,101.0,349,0x073a360c372fd51bd6e56b4a4d73790fdaec4641,,,1-XS,0,0,0,0,0,0,1,,0,organic
10327,1,0.000113613297426702,110.0,10327,0x9030352e478cb1afcdf7235f806a3a13dc963d52,0.000113613297426702,10.0,1-XS,0,0,0,0,1,1,0,1.0,3,organic
11606,1,0.00102265814133199,1000.0,11606,0xa906c85b7e809b79c5e69d485693b44d65b1b252,0.000265891116746317,4.0,2-S,1,0,0,0,1,1,0,0.26,2,ga_e5
12493,1,0.000103257286111608,109.875,12493,0x2e7adf775d354bc8dff550deca0a9035181f61ce,,,1-XS,0,0,0,0,0,0,1,,0,organic
12475,1,9.4714707812112e-05,100.0,12475,0x5cbb6ad79008908aa125667d1300558d9253b589,,,1-XS,0,0,0,0,0,0,1,,0,organic
10342,1,0.000113607389571668,110.0,10342,0xa8776899d2601a59a94e3aa057af778b8647f85c,0.000113607389571668,10.0,1-XS,0,0,0,0,1,1,0,1.0,3,organic
10168,1,0.000104618097020533,101.0,10168,0x4dcb2bca3450b427f3d1b424c885259d05363080,,,1-XS,0,0,0,0,0,0,1,,0,organic
10426,1,0.001031918600814258,1000.0,10426,0x9120ffd5d04ca4b26aabce611989a8f026dc099a,0.001031918600814258,22.0,2-S,0,0,0,0,1,1,0,1.0,3,organic
8211,1,0.002047516235675047,2000.0,8211,0x5ac583feb2b1f288c0a51d6cdca2e8c814bfe93b,0.002047516235675047,1.0,3-M,0,0,0,0,1,1,0,1.0,3,organic
10394,1,0.000113566943487201,110.0,10394,0x3afcb2b25ce7c76c15bb4c4c43780f76b6181479,0.000113566943487201,10.0,1-XS,0,0,0,0,1,1,0,1.0,3,organic
